,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
816,"06:24:34AM Feb 7, 2022",97,69,0,0,0,0,0
817,"06:24:38AM Feb 7, 2022",97,65,0,0,0,0,0
818,"06:24:42AM Feb 7, 2022",97,72,0,0,0,0,0
819,"06:24:46AM Feb 7, 2022",97,77,0,0,0,0,0
820,"06:24:50AM Feb 7, 2022",97,74,0,0,0,0,0
821,"06:24:54AM Feb 7, 2022",97,69,0,0,0,0,0
822,"06:24:58AM Feb 7, 2022",97,69,0,0,0,0,0
823,"06:25:02AM Feb 7, 2022",97,64,0,0,0,0,0
824,"06:25:06AM Feb 7, 2022",97,70,0,0,0,0,0
825,"06:25:10AM Feb 7, 2022",97,68,0,0,0,0,0
826,"06:25:14AM Feb 7, 2022",97,67,0,0,0,0,0
827,"06:25:18AM Feb 7, 2022",97,72,0,0,0,0,0
828,"06:25:22AM Feb 7, 2022",97,74,0,0,0,0,0
829,"06:25:26AM Feb 7, 2022",97,74,0,0,0,0,0
830,"06:25:30AM Feb 7, 2022",97,74,0,0,0,0,0
831,"06:25:34AM Feb 7, 2022",97,69,0,0,0,0,0
832,"06:25:38AM Feb 7, 2022",97,72,0,0,0,0,0
833,"06:25:42AM Feb 7, 2022",97,74,0,0,0,0,0
834,"06:25:46AM Feb 7, 2022",97,75,0,0,0,0,0
835,"06:25:50AM Feb 7, 2022",97,75,0,0,0,0,0
836,"06:25:54AM Feb 7, 2022",97,71,0,0,0,0,0
837,"06:25:58AM Feb 7, 2022",97,68,0,0,0,0,0
838,"06:26:02AM Feb 7, 2022",97,72,0,0,0,0,0
839,"06:26:06AM Feb 7, 2022",97,76,0,0,0,0,0
840,"06:26:10AM Feb 7, 2022",97,69,0,0,0,0,0
841,"06:26:14AM Feb 7, 2022",97,65,0,0,0,0,0
842,"06:26:18AM Feb 7, 2022",97,67,0,0,0,0,0
843,"06:26:22AM Feb 7, 2022",97,69,0,0,0,0,0
844,"06:26:26AM Feb 7, 2022",97,69,0,0,0,0,0
845,"06:26:30AM Feb 7, 2022",97,67,0,0,0,0,0
846,"06:26:34AM Feb 7, 2022",97,74,0,0,0,0,0
847,"06:26:38AM Feb 7, 2022",97,74,0,0,0,0,0
848,"06:26:42AM Feb 7, 2022",97,79,0,0,0,0,0
849,"06:26:46AM Feb 7, 2022",97,77,0,0,0,0,0
850,"06:26:50AM Feb 7, 2022",97,70,0,0,0,0,0
851,"06:26:54AM Feb 7, 2022",97,63,0,0,0,0,0
852,"06:26:58AM Feb 7, 2022",97,64,0,0,0,0,0
853,"06:27:02AM Feb 7, 2022",97,68,0,0,0,0,0
854,"06:27:06AM Feb 7, 2022",97,66,0,0,0,0,0
855,"06:27:10AM Feb 7, 2022",97,67,0,0,0,0,0
856,"06:27:14AM Feb 7, 2022",97,67,0,0,0,0,0
857,"06:27:18AM Feb 7, 2022",97,66,0,0,0,0,0
858,"06:27:22AM Feb 7, 2022",97,72,0,0,0,0,0
859,"06:27:26AM Feb 7, 2022",97,74,0,0,0,0,0
860,"06:27:30AM Feb 7, 2022",97,72,0,0,0,0,0
861,"06:27:34AM Feb 7, 2022",97,69,0,0,0,0,0
862,"06:27:38AM Feb 7, 2022",97,68,0,0,0,0,0
863,"06:27:42AM Feb 7, 2022",97,70,0,0,0,0,0
864,"06:27:46AM Feb 7, 2022",97,72,0,0,0,0,0
865,"06:27:50AM Feb 7, 2022",97,73,0,0,0,0,0
866,"06:27:54AM Feb 7, 2022",97,74,0,0,0,0,0
867,"06:27:58AM Feb 7, 2022",97,70,0,0,0,0,0
868,"06:28:02AM Feb 7, 2022",97,67,0,0,0,0,0
869,"06:28:06AM Feb 7, 2022",97,74,0,0,0,0,0
870,"06:28:10AM Feb 7, 2022",97,78,0,0,0,0,0
871,"06:28:14AM Feb 7, 2022",96,77,0,0,0,0,0
872,"06:28:18AM Feb 7, 2022",97,71,0,0,0,0,0
873,"06:28:22AM Feb 7, 2022",97,67,0,0,0,0,0
874,"06:28:26AM Feb 7, 2022",97,67,0,0,0,0,0
875,"06:28:30AM Feb 7, 2022",97,70,0,0,0,0,0
876,"06:28:34AM Feb 7, 2022",97,70,0,0,0,0,0
877,"06:28:38AM Feb 7, 2022",97,71,0,0,0,0,0
878,"06:28:42AM Feb 7, 2022",97,67,0,0,0,0,0
879,"06:28:46AM Feb 7, 2022",97,65,0,0,0,0,0
880,"06:28:50AM Feb 7, 2022",97,70,0,0,0,0,0
881,"06:28:54AM Feb 7, 2022",97,72,0,0,0,0,0
882,"06:28:58AM Feb 7, 2022",97,65,0,0,0,0,0
883,"06:29:02AM Feb 7, 2022",97,60,0,0,0,0,0
884,"06:29:06AM Feb 7, 2022",97,70,0,0,0,0,0
885,"06:29:10AM Feb 7, 2022",97,73,0,0,0,0,0
886,"06:29:14AM Feb 7, 2022",97,70,0,0,0,0,0
887,"06:29:18AM Feb 7, 2022",97,70,0,0,0,0,0
888,"06:29:22AM Feb 7, 2022",97,67,0,0,0,0,0
889,"06:29:26AM Feb 7, 2022",97,69,0,0,0,0,0
890,"06:29:30AM Feb 7, 2022",97,70,1,0,0,0,0
891,"06:29:34AM Feb 7, 2022",97,70,0,0,0,0,0
892,"06:29:38AM Feb 7, 2022",97,72,0,0,0,0,0
893,"06:29:42AM Feb 7, 2022",97,74,0,0,0,0,0
894,"06:29:46AM Feb 7, 2022",97,76,0,0,0,0,0
895,"06:29:50AM Feb 7, 2022",97,73,0,0,0,0,0
896,"06:29:54AM Feb 7, 2022",97,72,0,0,0,0,0
897,"06:29:58AM Feb 7, 2022",97,68,0,0,0,0,0
898,"06:30:02AM Feb 7, 2022",97,64,0,0,0,0,0
899,"06:30:06AM Feb 7, 2022",97,68,0,0,0,0,0
900,"06:30:10AM Feb 7, 2022",97,73,0,0,0,0,0
901,"06:30:14AM Feb 7, 2022",97,73,0,0,0,0,0
902,"06:30:18AM Feb 7, 2022",97,72,0,0,0,0,0
903,"06:30:22AM Feb 7, 2022",97,72,0,0,0,0,0
904,"06:30:26AM Feb 7, 2022",97,74,0,0,0,0,0
905,"06:30:30AM Feb 7, 2022",97,70,0,0,0,0,0
906,"06:30:34AM Feb 7, 2022",97,66,0,0,0,0,0
907,"06:30:38AM Feb 7, 2022",97,71,0,0,0,0,0
908,"06:30:42AM Feb 7, 2022",97,72,0,0,0,0,0
909,"06:30:46AM Feb 7, 2022",97,65,0,0,0,0,0
910,"06:30:50AM Feb 7, 2022",97,66,0,0,0,0,0
911,"06:30:54AM Feb 7, 2022",97,73,0,0,0,0,0
912,"06:30:58AM Feb 7, 2022",97,76,0,0,0,0,0
913,"06:31:02AM Feb 7, 2022",97,67,0,0,0,0,0
914,"06:31:06AM Feb 7, 2022",97,63,0,0,0,0,0
915,"06:31:10AM Feb 7, 2022",97,66,0,0,0,0,0
916,"06:31:14AM Feb 7, 2022",97,70,0,0,0,0,0
917,"06:31:18AM Feb 7, 2022",97,66,0,0,0,0,0
918,"06:31:22AM Feb 7, 2022",97,67,0,0,0,0,0
919,"06:31:26AM Feb 7, 2022",97,74,0,0,0,0,0
920,"06:31:30AM Feb 7, 2022",97,74,0,0,0,0,0
921,"06:31:34AM Feb 7, 2022",97,73,0,0,0,0,0
922,"06:31:38AM Feb 7, 2022",97,69,0,0,0,0,0
923,"06:31:42AM Feb 7, 2022",97,70,0,0,0,0,0
924,"06:31:46AM Feb 7, 2022",97,74,0,0,0,0,0
925,"06:31:50AM Feb 7, 2022",97,77,0,0,0,0,0
926,"06:31:54AM Feb 7, 2022",97,72,0,0,0,0,0
927,"06:31:58AM Feb 7, 2022",97,71,0,0,0,0,0
928,"06:32:02AM Feb 7, 2022",97,66,0,0,0,0,0
929,"06:32:06AM Feb 7, 2022",97,67,0,0,0,0,0
930,"06:32:10AM Feb 7, 2022",97,66,0,0,0,0,0
931,"06:32:14AM Feb 7, 2022",97,71,0,0,0,0,0
932,"06:32:18AM Feb 7, 2022",97,68,0,0,0,0,0
933,"06:32:22AM Feb 7, 2022",97,70,0,0,0,0,0
934,"06:32:26AM Feb 7, 2022",97,73,0,0,0,0,0
935,"06:32:30AM Feb 7, 2022",97,72,0,0,0,0,0
936,"06:32:34AM Feb 7, 2022",97,76,0,0,0,0,0
937,"06:32:38AM Feb 7, 2022",97,71,0,0,0,0,0
938,"06:32:42AM Feb 7, 2022",97,72,0,0,0,0,0
939,"06:32:46AM Feb 7, 2022",97,68,0,0,0,0,0
940,"06:32:50AM Feb 7, 2022",97,68,0,0,0,0,0
941,"06:32:54AM Feb 7, 2022",97,70,0,0,0,0,0
942,"06:32:58AM Feb 7, 2022",97,71,0,0,0,0,0
943,"06:33:02AM Feb 7, 2022",97,72,0,0,0,0,0
944,"06:33:06AM Feb 7, 2022",96,66,0,0,0,0,0
945,"06:33:10AM Feb 7, 2022",97,72,0,0,0,0,0
946,"06:33:14AM Feb 7, 2022",97,79,0,0,0,0,0
947,"06:33:18AM Feb 7, 2022",97,78,0,0,0,0,0
948,"06:33:22AM Feb 7, 2022",97,72,0,0,0,0,0
949,"06:33:26AM Feb 7, 2022",97,69,0,0,0,0,0
950,"06:33:30AM Feb 7, 2022",97,72,0,0,0,0,0
951,"06:33:34AM Feb 7, 2022",97,69,0,0,0,0,0
952,"06:33:38AM Feb 7, 2022",97,71,0,0,0,0,0
953,"06:33:42AM Feb 7, 2022",97,74,0,0,0,0,0
954,"06:33:46AM Feb 7, 2022",97,74,0,0,0,0,0
955,"06:33:50AM Feb 7, 2022",97,68,0,0,0,0,0
956,"06:33:54AM Feb 7, 2022",97,67,0,0,0,0,0
957,"06:33:58AM Feb 7, 2022",97,70,0,0,0,0,0
958,"06:34:02AM Feb 7, 2022",97,66,0,0,0,0,0
959,"06:34:06AM Feb 7, 2022",97,67,0,0,0,0,0
960,"06:34:10AM Feb 7, 2022",97,64,0,0,0,0,0
961,"06:34:14AM Feb 7, 2022",97,71,0,0,0,0,0
962,"06:34:18AM Feb 7, 2022",97,70,0,0,0,0,0
963,"06:34:22AM Feb 7, 2022",97,71,0,0,0,0,0
964,"06:34:26AM Feb 7, 2022",97,71,0,0,0,0,0
965,"06:34:30AM Feb 7, 2022",97,71,0,0,0,0,0
966,"06:34:34AM Feb 7, 2022",97,70,0,0,0,0,0
967,"06:34:38AM Feb 7, 2022",97,77,0,0,0,0,0
968,"06:34:42AM Feb 7, 2022",97,78,0,0,0,0,0
969,"06:34:46AM Feb 7, 2022",97,73,0,0,0,0,0
970,"06:34:50AM Feb 7, 2022",97,71,0,0,0,0,0
971,"06:34:54AM Feb 7, 2022",97,78,24,0,0,0,0
972,"06:34:58AM Feb 7, 2022",97,78,60,0,0,0,0
973,"06:35:02AM Feb 7, 2022",97,78,28,0,0,0,0
974,"06:35:06AM Feb 7, 2022",97,78,4,0,0,0,0
975,"06:35:10AM Feb 7, 2022",97,78,1,0,0,0,0
976,"06:35:14AM Feb 7, 2022",97,78,1,0,0,0,0
977,"06:35:18AM Feb 7, 2022",97,78,0,0,0,0,0
978,"06:35:22AM Feb 7, 2022",97,84,2,0,0,0,0
979,"06:35:26AM Feb 7, 2022",97,85,1,0,0,0,0
980,"06:35:30AM Feb 7, 2022",97,88,1,0,0,0,0
981,"06:35:34AM Feb 7, 2022",97,76,0,0,0,0,0
982,"06:35:38AM Feb 7, 2022",97,71,1,0,0,0,0
983,"06:35:42AM Feb 7, 2022",98,74,1,0,0,0,0
984,"06:35:46AM Feb 7, 2022",98,76,0,0,0,0,0
985,"06:35:50AM Feb 7, 2022",98,79,0,0,0,0,0
986,"06:35:54AM Feb 7, 2022",98,78,0,0,0,0,0
987,"06:35:58AM Feb 7, 2022",98,79,0,0,0,0,0
988,"06:36:02AM Feb 7, 2022",98,77,0,0,0,0,0
989,"06:36:06AM Feb 7, 2022",98,70,0,0,0,0,0
990,"06:36:10AM Feb 7, 2022",98,65,0,0,0,0,0
991,"06:36:14AM Feb 7, 2022",98,63,0,0,0,0,0
992,"06:36:18AM Feb 7, 2022",98,63,2,0,0,0,0
993,"06:36:22AM Feb 7, 2022",98,63,1,0,0,0,0
994,"06:36:26AM Feb 7, 2022",98,63,11,0,0,0,0
995,"06:36:30AM Feb 7, 2022",98,63,3,0,0,0,0
996,"06:36:34AM Feb 7, 2022",98,65,1,0,0,0,0
997,"06:36:38AM Feb 7, 2022",98,67,1,0,0,0,0
998,"06:36:42AM Feb 7, 2022",97,67,0,0,0,0,0
999,"06:36:46AM Feb 7, 2022",97,69,1,0,0,0,0
1000,"06:36:50AM Feb 7, 2022",98,71,1,0,0,1,"06:36:50AM Feb 7, 2022"
1001,"06:36:54AM Feb 7, 2022",98,71,0,0,0,0,0
1002,"06:36:58AM Feb 7, 2022",98,66,0,0,0,0,0
1003,"06:37:02AM Feb 7, 2022",98,68,0,0,0,0,0
1004,"06:37:06AM Feb 7, 2022",98,67,0,0,0,0,0
1005,"06:37:10AM Feb 7, 2022",98,64,0,0,0,0,0
1006,"06:37:14AM Feb 7, 2022",98,67,0,0,0,0,0
1007,"06:37:18AM Feb 7, 2022",98,68,0,0,0,0,0
1008,"06:37:22AM Feb 7, 2022",98,74,0,0,0,0,0
1009,"06:37:26AM Feb 7, 2022",97,73,0,0,0,0,0
1010,"06:37:30AM Feb 7, 2022",98,74,0,0,0,0,0
1011,"06:37:34AM Feb 7, 2022",97,75,0,0,0,0,0
1012,"06:37:38AM Feb 7, 2022",97,73,0,0,0,0,0
1013,"06:37:42AM Feb 7, 2022",96,74,0,0,0,0,0
1014,"06:37:46AM Feb 7, 2022",96,76,0,0,0,0,0
1015,"06:37:50AM Feb 7, 2022",96,78,0,0,0,0,0
1016,"06:37:54AM Feb 7, 2022",96,77,0,0,0,0,0
1017,"06:37:58AM Feb 7, 2022",97,70,0,0,0,0,0
1018,"06:38:02AM Feb 7, 2022",97,67,0,0,0,0,0
1019,"06:38:06AM Feb 7, 2022",97,74,0,0,0,0,0
1020,"06:38:10AM Feb 7, 2022",97,72,0,0,0,0,0
1021,"06:38:14AM Feb 7, 2022",97,71,0,0,0,0,0
1022,"06:38:18AM Feb 7, 2022",97,70,0,0,0,0,0
1023,"06:38:22AM Feb 7, 2022",97,69,0,0,0,0,0
1024,"06:38:26AM Feb 7, 2022",97,69,0,0,0,0,0
1025,"06:38:30AM Feb 7, 2022",97,66,0,0,0,0,0
1026,"06:38:34AM Feb 7, 2022",97,66,2,0,0,0,0
1027,"06:38:38AM Feb 7, 2022",97,66,0,0,0,0,0
1028,"06:38:42AM Feb 7, 2022",97,67,1,0,0,0,0
1029,"06:38:46AM Feb 7, 2022",96,69,3,0,0,0,0
1030,"06:38:50AM Feb 7, 2022",96,69,1,0,0,0,0
1031,"06:38:54AM Feb 7, 2022",96,70,0,0,0,0,0
1032,"06:38:58AM Feb 7, 2022",96,74,1,0,0,0,0
1033,"06:39:02AM Feb 7, 2022",97,69,0,0,0,0,0
1034,"06:39:06AM Feb 7, 2022",97,70,0,0,0,0,0
1035,"06:39:10AM Feb 7, 2022",98,67,0,0,0,0,0
1036,"06:39:14AM Feb 7, 2022",98,66,0,0,0,0,0
1037,"06:39:18AM Feb 7, 2022",98,72,0,0,0,0,0
1038,"06:39:22AM Feb 7, 2022",98,71,1,0,0,0,0
1039,"06:39:26AM Feb 7, 2022",98,69,0,0,0,0,0
1040,"06:39:30AM Feb 7, 2022",98,70,0,0,0,0,0
1041,"06:39:34AM Feb 7, 2022",97,73,0,0,0,0,0
1042,"06:39:38AM Feb 7, 2022",97,68,1,0,0,0,0
1043,"06:39:42AM Feb 7, 2022",95,64,0,0,0,0,0
1044,"06:39:46AM Feb 7, 2022",95,64,22,0,0,0,0
1045,"06:39:50AM Feb 7, 2022",95,64,68,0,0,0,0
1046,"06:39:54AM Feb 7, 2022",95,64,9,0,0,0,0
1047,"06:39:58AM Feb 7, 2022",95,64,1,0,0,0,0
1048,"06:40:02AM Feb 7, 2022",95,64,1,0,0,0,0
1049,"06:40:06AM Feb 7, 2022",94,68,0,0,0,0,0
1050,"06:40:10AM Feb 7, 2022",93,75,0,0,0,0,0
1051,"06:40:14AM Feb 7, 2022",95,72,0,0,0,0,0
1052,"06:40:18AM Feb 7, 2022",97,74,0,0,0,0,0
1053,"06:40:22AM Feb 7, 2022",98,71,0,0,0,0,0
1054,"06:40:26AM Feb 7, 2022",98,67,0,0,0,0,0
1055,"06:40:30AM Feb 7, 2022",98,70,0,0,0,0,0
1056,"06:40:34AM Feb 7, 2022",98,76,0,0,0,0,0
1057,"06:40:38AM Feb 7, 2022",98,73,0,0,0,0,0
1058,"06:40:42AM Feb 7, 2022",98,69,0,0,0,0,0
1059,"06:40:46AM Feb 7, 2022",97,68,1,0,0,0,0
1060,"06:40:50AM Feb 7, 2022",97,62,0,0,0,0,0
1061,"06:40:54AM Feb 7, 2022",97,66,0,0,0,0,0
1062,"06:40:58AM Feb 7, 2022",96,72,0,0,0,0,0
1063,"06:41:02AM Feb 7, 2022",95,71,0,0,0,0,0
1064,"06:41:06AM Feb 7, 2022",93,72,0,0,0,0,0
1065,"06:41:10AM Feb 7, 2022",94,74,0,0,0,0,0
1066,"06:41:14AM Feb 7, 2022",96,66,1,0,0,0,0
1067,"06:41:18AM Feb 7, 2022",97,67,0,0,0,0,0
1068,"06:41:22AM Feb 7, 2022",98,67,0,0,0,0,0
1069,"06:41:26AM Feb 7, 2022",98,70,0,0,0,0,0
1070,"06:41:30AM Feb 7, 2022",98,70,0,0,0,0,0
1071,"06:41:34AM Feb 7, 2022",97,70,0,0,0,0,0
1072,"06:41:38AM Feb 7, 2022",97,60,0,0,0,0,0
1073,"06:41:42AM Feb 7, 2022",97,63,0,0,0,0,0
1074,"06:41:46AM Feb 7, 2022",96,65,0,0,0,0,0
1075,"06:41:50AM Feb 7, 2022",96,63,0,0,0,0,0
1076,"06:41:54AM Feb 7, 2022",96,63,0,0,0,0,0
1077,"06:41:58AM Feb 7, 2022",96,68,0,0,0,0,0
1078,"06:42:02AM Feb 7, 2022",95,73,0,0,0,0,0
1079,"06:42:06AM Feb 7, 2022",95,65,0,0,0,0,0
1080,"06:42:10AM Feb 7, 2022",95,56,0,0,0,0,0
1081,"06:42:14AM Feb 7, 2022",96,65,0,0,0,0,0
1082,"06:42:18AM Feb 7, 2022",97,73,0,0,0,0,0
1083,"06:42:22AM Feb 7, 2022",97,74,0,0,0,0,0
1084,"06:42:26AM Feb 7, 2022",97,71,0,0,0,0,0
1085,"06:42:30AM Feb 7, 2022",97,64,0,0,0,0,0
1086,"06:42:34AM Feb 7, 2022",97,68,0,0,0,0,0
1087,"06:42:38AM Feb 7, 2022",97,73,0,0,0,0,0
1088,"06:42:42AM Feb 7, 2022",97,71,0,0,0,0,0
1089,"06:42:46AM Feb 7, 2022",97,66,0,0,0,0,0
1090,"06:42:50AM Feb 7, 2022",97,68,0,0,0,0,0
1091,"06:42:54AM Feb 7, 2022",97,73,0,0,0,0,0
1092,"06:42:58AM Feb 7, 2022",97,70,0,0,0,0,0
1093,"06:43:02AM Feb 7, 2022",96,65,0,0,0,0,0
1094,"06:43:06AM Feb 7, 2022",96,68,0,0,0,0,0
1095,"06:43:10AM Feb 7, 2022",97,70,0,0,0,0,0
1096,"06:43:14AM Feb 7, 2022",97,70,0,0,0,0,0
1097,"06:43:18AM Feb 7, 2022",97,69,0,0,0,0,0
1098,"06:43:22AM Feb 7, 2022",97,62,0,0,0,0,0
1099,"06:43:26AM Feb 7, 2022",97,66,0,0,0,0,0
1100,"06:43:30AM Feb 7, 2022",97,72,0,0,0,0,0
1101,"06:43:34AM Feb 7, 2022",97,72,0,0,0,0,0
1102,"06:43:38AM Feb 7, 2022",97,70,0,0,0,0,0
1103,"06:43:42AM Feb 7, 2022",97,66,0,0,0,0,0
1104,"06:43:46AM Feb 7, 2022",97,71,0,0,0,0,0
1105,"06:43:50AM Feb 7, 2022",97,71,0,0,0,0,0
1106,"06:43:54AM Feb 7, 2022",97,72,0,0,0,0,0
1107,"06:43:58AM Feb 7, 2022",97,74,0,0,0,0,0
1108,"06:44:02AM Feb 7, 2022",96,74,0,0,0,0,0
1109,"06:44:06AM Feb 7, 2022",96,71,0,0,0,0,0
1110,"06:44:10AM Feb 7, 2022",96,71,0,0,0,0,0
1111,"06:44:14AM Feb 7, 2022",96,71,0,0,0,0,0
1112,"06:44:18AM Feb 7, 2022",96,74,0,0,0,0,0
1113,"06:44:22AM Feb 7, 2022",96,75,0,0,0,0,0
1114,"06:44:26AM Feb 7, 2022",96,74,0,0,0,0,0
1115,"06:44:30AM Feb 7, 2022",95,67,0,0,0,0,0
1116,"06:44:34AM Feb 7, 2022",96,72,0,0,0,0,0
1117,"06:44:38AM Feb 7, 2022",96,79,0,0,0,0,0
1118,"06:44:42AM Feb 7, 2022",97,79,0,0,0,0,0
1119,"06:44:46AM Feb 7, 2022",97,75,0,0,0,0,0
1120,"06:44:50AM Feb 7, 2022",97,77,0,0,0,0,0
1121,"06:44:54AM Feb 7, 2022",97,77,1,0,0,0,0
1122,"06:44:58AM Feb 7, 2022",97,76,0,0,0,0,0
1123,"06:45:02AM Feb 7, 2022",97,78,0,0,0,0,0
1124,"06:45:06AM Feb 7, 2022",97,75,0,0,0,0,0
1125,"06:45:10AM Feb 7, 2022",96,70,0,0,0,0,0
1126,"06:45:14AM Feb 7, 2022",95,68,0,0,0,0,0
1127,"06:45:18AM Feb 7, 2022",95,70,0,0,0,0,0
1128,"06:45:22AM Feb 7, 2022",95,65,0,0,0,0,0
1129,"06:45:26AM Feb 7, 2022",95,70,0,0,0,0,0
1130,"06:45:30AM Feb 7, 2022",95,77,0,0,0,0,0
1131,"06:45:34AM Feb 7, 2022",96,81,0,0,0,0,0
1132,"06:45:38AM Feb 7, 2022",95,71,0,0,0,0,0
1133,"06:45:42AM Feb 7, 2022",96,69,0,0,0,0,0
1134,"06:45:46AM Feb 7, 2022",96,76,0,0,0,0,0
1135,"06:45:50AM Feb 7, 2022",97,79,0,0,0,0,0
1136,"06:45:54AM Feb 7, 2022",97,80,0,0,0,0,0
1137,"06:45:58AM Feb 7, 2022",97,77,0,0,0,0,0
1138,"06:46:02AM Feb 7, 2022",97,76,0,0,0,0,0
1139,"06:46:06AM Feb 7, 2022",97,75,0,0,0,0,0
1140,"06:46:10AM Feb 7, 2022",97,72,0,0,0,0,0
1141,"06:46:14AM Feb 7, 2022",97,73,0,0,0,0,0
1142,"06:46:18AM Feb 7, 2022",97,76,0,0,0,0,0
1143,"06:46:22AM Feb 7, 2022",97,74,0,0,0,0,0
1144,"06:46:26AM Feb 7, 2022",97,74,0,0,0,0,0
1145,"06:46:30AM Feb 7, 2022",97,71,0,0,0,0,0
1146,"06:46:34AM Feb 7, 2022",97,70,0,0,0,0,0
1147,"06:46:38AM Feb 7, 2022",96,72,0,0,0,0,0
1148,"06:46:42AM Feb 7, 2022",96,79,0,0,0,0,0
1149,"06:46:46AM Feb 7, 2022",96,75,0,0,0,0,0
1150,"06:46:50AM Feb 7, 2022",96,71,0,0,0,0,0
1151,"06:46:54AM Feb 7, 2022",96,67,0,0,0,0,0
1152,"06:46:58AM Feb 7, 2022",96,67,0,0,0,0,0
1153,"06:47:02AM Feb 7, 2022",96,70,0,0,0,0,0
1154,"06:47:06AM Feb 7, 2022",96,73,0,0,0,0,0
1155,"06:47:10AM Feb 7, 2022",96,71,0,0,0,0,0
1156,"06:47:14AM Feb 7, 2022",96,72,0,0,0,0,0
1157,"06:47:18AM Feb 7, 2022",97,79,0,0,0,0,0
1158,"06:47:22AM Feb 7, 2022",97,81,0,0,0,0,0
1159,"06:47:26AM Feb 7, 2022",96,72,0,0,0,0,0
1160,"06:47:30AM Feb 7, 2022",96,72,0,0,0,0,0
1161,"06:47:34AM Feb 7, 2022",96,72,0,0,0,0,0
1162,"06:47:38AM Feb 7, 2022",96,72,0,0,0,0,0
1163,"06:47:42AM Feb 7, 2022",96,72,0,0,0,0,0
1164,"06:47:46AM Feb 7, 2022",96,76,0,0,0,0,0
1165,"06:47:50AM Feb 7, 2022",96,74,0,0,0,0,0
1166,"06:47:54AM Feb 7, 2022",96,72,0,0,0,0,0
1167,"06:47:58AM Feb 7, 2022",97,77,0,0,0,0,0
1168,"06:48:02AM Feb 7, 2022",97,73,0,0,0,0,0
1169,"06:48:06AM Feb 7, 2022",97,71,0,0,0,0,0
1170,"06:48:10AM Feb 7, 2022",97,72,0,0,0,0,0
1171,"06:48:14AM Feb 7, 2022",97,74,0,0,0,0,0
1172,"06:48:18AM Feb 7, 2022",97,72,0,0,0,0,0
1173,"06:48:22AM Feb 7, 2022",96,60,0,0,0,0,0
1174,"06:48:26AM Feb 7, 2022",96,65,0,0,0,0,0
1175,"06:48:30AM Feb 7, 2022",96,75,0,0,0,0,0
1176,"06:48:34AM Feb 7, 2022",96,74,0,0,0,0,0
1177,"06:48:38AM Feb 7, 2022",97,69,0,0,0,0,0
1178,"06:48:42AM Feb 7, 2022",97,69,0,0,0,0,0
1179,"06:48:46AM Feb 7, 2022",97,67,0,0,0,0,0
1180,"06:48:50AM Feb 7, 2022",96,68,0,0,0,0,0
1181,"06:48:54AM Feb 7, 2022",96,70,0,0,0,0,0
1182,"06:48:58AM Feb 7, 2022",96,69,0,0,0,0,0
1183,"06:49:02AM Feb 7, 2022",96,73,0,0,0,0,0
1184,"06:49:06AM Feb 7, 2022",96,73,0,0,0,0,0
1185,"06:49:10AM Feb 7, 2022",96,72,0,0,0,0,0
1186,"06:49:14AM Feb 7, 2022",97,76,0,0,0,0,0
1187,"06:49:18AM Feb 7, 2022",97,81,0,0,0,0,0
1188,"06:49:22AM Feb 7, 2022",97,77,0,0,0,0,0
1189,"06:49:26AM Feb 7, 2022",97,73,0,0,0,0,0
1190,"06:49:30AM Feb 7, 2022",97,68,0,0,0,0,0
1191,"06:49:34AM Feb 7, 2022",97,70,0,0,0,0,0
1192,"06:49:38AM Feb 7, 2022",97,74,0,0,0,0,0
1193,"06:49:42AM Feb 7, 2022",97,73,0,0,0,0,0
1194,"06:49:46AM Feb 7, 2022",97,77,0,0,0,0,0
1195,"06:49:50AM Feb 7, 2022",96,74,0,0,0,0,0
1196,"06:49:54AM Feb 7, 2022",96,70,0,0,0,0,0
1197,"06:49:58AM Feb 7, 2022",97,74,0,0,0,0,0
1198,"06:50:02AM Feb 7, 2022",97,75,0,0,0,0,0
1199,"06:50:06AM Feb 7, 2022",97,72,0,0,0,0,0
1200,"06:50:10AM Feb 7, 2022",96,71,0,0,0,0,0
1201,"06:50:14AM Feb 7, 2022",96,69,0,0,0,0,0
1202,"06:50:18AM Feb 7, 2022",97,69,0,0,0,0,0
1203,"06:50:22AM Feb 7, 2022",97,72,0,0,0,0,0
1204,"06:50:26AM Feb 7, 2022",97,71,0,0,0,0,0
1205,"06:50:30AM Feb 7, 2022",97,68,0,0,0,0,0
1206,"06:50:34AM Feb 7, 2022",97,72,0,0,0,0,0
1207,"06:50:38AM Feb 7, 2022",97,76,0,0,0,0,0
1208,"06:50:42AM Feb 7, 2022",97,77,0,0,0,0,0
1209,"06:50:46AM Feb 7, 2022",97,75,0,0,0,0,0
1210,"06:50:50AM Feb 7, 2022",97,66,0,0,0,0,0
1211,"06:50:54AM Feb 7, 2022",96,65,0,0,0,0,0
1212,"06:50:58AM Feb 7, 2022",96,71,0,0,0,0,0
1213,"06:51:02AM Feb 7, 2022",97,72,0,0,0,0,0
1214,"06:51:06AM Feb 7, 2022",97,69,0,0,0,0,0
1215,"06:51:10AM Feb 7, 2022",97,68,1,0,0,0,0
1216,"06:51:14AM Feb 7, 2022",97,72,0,0,0,0,0
1217,"06:51:18AM Feb 7, 2022",97,75,0,0,0,0,0
