,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
3250,"05:32:43AM Feb 6, 2022",98,77,0,0,0,0,0
3251,"05:32:47AM Feb 6, 2022",98,79,0,0,0,0,0
3252,"05:32:51AM Feb 6, 2022",98,72,0,0,0,0,0
3253,"05:32:55AM Feb 6, 2022",98,79,0,0,0,0,0
3254,"05:32:59AM Feb 6, 2022",98,81,0,0,0,0,0
3255,"05:33:03AM Feb 6, 2022",98,78,5,0,0,0,0
3256,"05:33:07AM Feb 6, 2022",98,77,4,0,0,0,0
3257,"05:33:11AM Feb 6, 2022",97,77,0,0,0,0,0
3258,"05:33:15AM Feb 6, 2022",97,79,0,0,0,0,0
3259,"05:33:19AM Feb 6, 2022",97,85,0,0,0,0,0
3260,"05:33:23AM Feb 6, 2022",98,77,0,0,0,0,0
3261,"05:33:27AM Feb 6, 2022",98,74,0,0,0,0,0
3262,"05:33:31AM Feb 6, 2022",98,74,0,0,0,0,0
3263,"05:33:35AM Feb 6, 2022",98,71,0,0,0,0,0
3264,"05:33:39AM Feb 6, 2022",98,69,0,0,0,0,0
3265,"05:33:43AM Feb 6, 2022",98,67,0,0,0,0,0
3266,"05:33:47AM Feb 6, 2022",98,71,0,0,0,0,0
3267,"05:33:51AM Feb 6, 2022",98,71,0,0,0,0,0
3268,"05:33:55AM Feb 6, 2022",98,70,0,0,0,0,0
3269,"05:33:59AM Feb 6, 2022",98,66,0,0,0,0,0
3270,"05:34:03AM Feb 6, 2022",97,70,0,0,0,0,0
3271,"05:34:07AM Feb 6, 2022",97,75,0,0,0,0,0
3272,"05:34:11AM Feb 6, 2022",97,73,0,0,0,0,0
3273,"05:34:15AM Feb 6, 2022",97,69,0,0,0,0,0
3274,"05:34:19AM Feb 6, 2022",97,71,0,0,0,0,0
3275,"05:34:23AM Feb 6, 2022",98,75,0,0,0,0,0
3276,"05:34:27AM Feb 6, 2022",98,70,0,0,0,0,0
3277,"05:34:31AM Feb 6, 2022",98,67,0,0,0,0,0
3278,"05:34:35AM Feb 6, 2022",98,73,0,0,0,0,0
3279,"05:34:39AM Feb 6, 2022",98,73,0,0,0,0,0
3280,"05:34:43AM Feb 6, 2022",98,71,0,0,0,0,0
3281,"05:34:47AM Feb 6, 2022",97,68,0,0,0,0,0
3282,"05:34:51AM Feb 6, 2022",97,60,0,0,0,0,0
3283,"05:34:55AM Feb 6, 2022",97,60,0,0,0,0,0
3284,"05:34:59AM Feb 6, 2022",97,66,0,0,0,0,0
3285,"05:35:03AM Feb 6, 2022",97,69,0,0,0,0,0
3286,"05:35:07AM Feb 6, 2022",97,68,0,0,0,0,0
3287,"05:35:11AM Feb 6, 2022",97,70,0,0,0,0,0
3288,"05:35:15AM Feb 6, 2022",97,71,1,0,0,0,0
3289,"05:35:19AM Feb 6, 2022",97,73,0,0,0,0,0
3290,"05:35:23AM Feb 6, 2022",98,73,0,0,0,0,0
3291,"05:35:27AM Feb 6, 2022",98,74,0,0,0,0,0
3292,"05:35:31AM Feb 6, 2022",98,72,0,0,0,0,0
3293,"05:35:35AM Feb 6, 2022",98,69,0,0,0,0,0
3294,"05:35:39AM Feb 6, 2022",98,72,0,0,0,0,0
3295,"05:35:43AM Feb 6, 2022",98,73,0,0,0,0,0
3296,"05:35:47AM Feb 6, 2022",98,74,0,0,0,0,0
3297,"05:35:51AM Feb 6, 2022",98,69,0,0,0,0,0
3298,"05:35:55AM Feb 6, 2022",98,66,0,0,0,0,0
3299,"05:35:59AM Feb 6, 2022",98,68,0,0,0,0,0
3300,"05:36:03AM Feb 6, 2022",98,73,0,0,0,0,0
3301,"05:36:07AM Feb 6, 2022",98,74,0,0,0,0,0
3302,"05:36:11AM Feb 6, 2022",98,67,0,0,0,0,0
3303,"05:36:15AM Feb 6, 2022",97,63,2,0,0,0,0
3304,"05:36:19AM Feb 6, 2022",97,66,2,0,0,0,0
3305,"05:36:23AM Feb 6, 2022",97,72,0,0,0,0,0
3306,"05:36:27AM Feb 6, 2022",97,86,0,0,0,0,0
3307,"05:36:31AM Feb 6, 2022",97,78,0,0,0,0,0
3308,"05:36:35AM Feb 6, 2022",98,74,0,0,0,0,0
3309,"05:36:39AM Feb 6, 2022",98,72,0,0,0,0,0
3310,"05:36:43AM Feb 6, 2022",98,73,0,0,0,0,0
3311,"05:36:47AM Feb 6, 2022",98,78,0,0,0,0,0
3312,"05:36:51AM Feb 6, 2022",98,73,0,0,0,0,0
3313,"05:36:55AM Feb 6, 2022",98,77,0,0,0,0,0
3314,"05:36:59AM Feb 6, 2022",98,75,0,0,0,0,0
3315,"05:37:03AM Feb 6, 2022",97,76,0,0,0,0,0
3316,"05:37:07AM Feb 6, 2022",97,75,0,0,0,0,0
3317,"05:37:11AM Feb 6, 2022",96,75,0,0,0,0,0
3318,"05:37:15AM Feb 6, 2022",96,83,0,0,0,0,0
3319,"05:37:19AM Feb 6, 2022",96,81,0,0,0,0,0
3320,"05:37:23AM Feb 6, 2022",97,74,0,0,0,0,0
3321,"05:37:27AM Feb 6, 2022",98,71,0,0,0,0,0
3322,"05:37:31AM Feb 6, 2022",98,74,0,0,0,0,0
3323,"05:37:35AM Feb 6, 2022",98,78,0,0,0,0,0
3324,"05:37:39AM Feb 6, 2022",98,76,0,0,0,0,0
3325,"05:37:43AM Feb 6, 2022",98,79,0,0,0,0,0
3326,"05:37:47AM Feb 6, 2022",98,81,0,0,0,0,0
3327,"05:37:51AM Feb 6, 2022",98,77,0,0,0,0,0
3328,"05:37:55AM Feb 6, 2022",98,71,0,0,0,0,0
3329,"05:37:59AM Feb 6, 2022",97,68,0,0,0,0,0
3330,"05:38:03AM Feb 6, 2022",97,72,0,0,0,0,0
3331,"05:38:07AM Feb 6, 2022",97,75,0,0,0,0,0
3332,"05:38:11AM Feb 6, 2022",96,76,0,0,0,0,0
3333,"05:38:15AM Feb 6, 2022",96,78,0,0,0,0,0
3334,"05:38:19AM Feb 6, 2022",96,76,0,0,0,0,0
3335,"05:38:23AM Feb 6, 2022",97,73,0,0,0,0,0
3336,"05:38:27AM Feb 6, 2022",97,71,0,0,0,0,0
3337,"05:38:31AM Feb 6, 2022",98,76,0,0,0,0,0
3338,"05:38:35AM Feb 6, 2022",98,89,0,0,0,0,0
3339,"05:38:39AM Feb 6, 2022",98,86,0,0,0,0,0
3340,"05:38:43AM Feb 6, 2022",98,84,0,0,0,0,0
3341,"05:38:47AM Feb 6, 2022",98,79,0,0,0,0,0
3342,"05:38:51AM Feb 6, 2022",98,73,0,0,0,0,0
3343,"05:38:55AM Feb 6, 2022",98,69,0,0,0,0,0
3344,"05:38:59AM Feb 6, 2022",98,67,0,0,0,0,0
3345,"05:39:03AM Feb 6, 2022",97,73,0,0,0,0,0
3346,"05:39:07AM Feb 6, 2022",97,76,0,0,0,0,0
3347,"05:39:11AM Feb 6, 2022",97,74,0,0,0,0,0
3348,"05:39:15AM Feb 6, 2022",97,63,0,0,0,0,0
3349,"05:39:19AM Feb 6, 2022",97,60,0,0,0,0,0
3350,"05:39:23AM Feb 6, 2022",97,70,0,0,0,0,0
3351,"05:39:27AM Feb 6, 2022",97,77,0,0,0,0,0
3352,"05:39:31AM Feb 6, 2022",97,80,0,0,0,0,0
3353,"05:39:35AM Feb 6, 2022",97,84,0,0,0,0,0
3354,"05:39:39AM Feb 6, 2022",98,76,0,0,0,0,0
3355,"05:39:43AM Feb 6, 2022",98,69,0,0,0,0,0
3356,"05:39:47AM Feb 6, 2022",98,70,0,0,0,0,0
3357,"05:39:51AM Feb 6, 2022",98,75,0,0,0,0,0
3358,"05:39:55AM Feb 6, 2022",98,73,0,0,0,0,0
3359,"05:39:59AM Feb 6, 2022",98,73,0,0,0,0,0
3360,"05:40:03AM Feb 6, 2022",98,76,0,0,0,0,0
3361,"05:40:07AM Feb 6, 2022",97,74,0,0,0,0,0
3362,"05:40:11AM Feb 6, 2022",97,76,0,0,0,0,0
3363,"05:40:15AM Feb 6, 2022",97,70,0,0,0,0,0
3364,"05:40:19AM Feb 6, 2022",97,71,0,0,0,0,0
3365,"05:40:23AM Feb 6, 2022",97,71,0,0,0,0,0
3366,"05:40:27AM Feb 6, 2022",97,65,0,0,0,0,0
3367,"05:40:31AM Feb 6, 2022",98,70,0,0,0,0,0
3368,"05:40:35AM Feb 6, 2022",98,74,0,0,0,0,0
3369,"05:40:39AM Feb 6, 2022",98,69,0,0,0,0,0
3370,"05:40:43AM Feb 6, 2022",98,79,0,0,0,0,0
3371,"05:40:47AM Feb 6, 2022",98,81,0,0,0,0,0
3372,"05:40:51AM Feb 6, 2022",98,78,0,0,0,0,0
3373,"05:40:55AM Feb 6, 2022",98,73,0,0,0,0,0
3374,"05:40:59AM Feb 6, 2022",98,67,0,0,0,0,0
3375,"05:41:03AM Feb 6, 2022",97,71,0,0,0,0,0
3376,"05:41:07AM Feb 6, 2022",97,77,0,0,0,0,0
3377,"05:41:11AM Feb 6, 2022",97,74,0,0,0,0,0
3378,"05:41:15AM Feb 6, 2022",97,74,0,0,0,0,0
3379,"05:41:19AM Feb 6, 2022",98,77,0,0,0,0,0
3380,"05:41:23AM Feb 6, 2022",98,77,0,0,0,0,0
3381,"05:41:27AM Feb 6, 2022",98,81,0,0,0,0,0
3382,"05:41:31AM Feb 6, 2022",98,76,0,0,0,0,0
3383,"05:41:35AM Feb 6, 2022",98,69,0,0,0,0,0
3384,"05:41:39AM Feb 6, 2022",98,70,0,0,0,0,0
3385,"05:41:43AM Feb 6, 2022",98,65,0,0,0,0,0
3386,"05:41:47AM Feb 6, 2022",98,68,0,0,0,0,0
3387,"05:41:51AM Feb 6, 2022",98,75,0,0,0,0,0
3388,"05:41:55AM Feb 6, 2022",98,73,0,0,0,0,0
3389,"05:41:59AM Feb 6, 2022",98,69,0,0,0,0,0
3390,"05:42:03AM Feb 6, 2022",98,67,0,0,0,0,0
3391,"05:42:07AM Feb 6, 2022",97,69,0,0,0,0,0
3392,"05:42:11AM Feb 6, 2022",97,70,0,0,0,0,0
3393,"05:42:15AM Feb 6, 2022",97,73,0,0,0,0,0
3394,"05:42:19AM Feb 6, 2022",97,68,0,0,0,0,0
3395,"05:42:23AM Feb 6, 2022",97,67,0,0,0,0,0
3396,"05:42:27AM Feb 6, 2022",97,74,0,0,0,0,0
3397,"05:42:31AM Feb 6, 2022",97,75,0,0,0,0,0
3398,"05:42:35AM Feb 6, 2022",98,71,0,0,0,0,0
3399,"05:42:39AM Feb 6, 2022",98,74,0,0,0,0,0
3400,"05:42:43AM Feb 6, 2022",98,72,0,0,0,0,0
3401,"05:42:47AM Feb 6, 2022",98,69,0,0,0,0,0
3402,"05:42:51AM Feb 6, 2022",98,70,0,0,0,0,0
3403,"05:42:55AM Feb 6, 2022",98,73,0,0,0,0,0
3404,"05:42:59AM Feb 6, 2022",98,71,0,0,0,0,0
3405,"05:43:03AM Feb 6, 2022",98,64,0,0,0,0,0
3406,"05:43:07AM Feb 6, 2022",97,67,0,0,0,0,0
3407,"05:43:11AM Feb 6, 2022",97,70,0,0,0,0,0
3408,"05:43:15AM Feb 6, 2022",97,65,0,0,0,0,0
3409,"05:43:19AM Feb 6, 2022",97,73,0,0,0,0,0
3410,"05:43:23AM Feb 6, 2022",97,73,44,0,0,0,0
3411,"05:43:27AM Feb 6, 2022",97,73,11,0,0,0,0
3412,"05:43:31AM Feb 6, 2022",97,79,0,0,0,0,0
3413,"05:43:35AM Feb 6, 2022",97,84,0,0,0,0,0
3414,"05:43:39AM Feb 6, 2022",98,81,0,0,0,0,0
3415,"05:43:43AM Feb 6, 2022",98,71,0,0,0,0,0
3416,"05:43:47AM Feb 6, 2022",98,68,0,0,0,0,0
3417,"05:43:51AM Feb 6, 2022",98,66,0,0,0,0,0
3418,"05:43:55AM Feb 6, 2022",98,66,0,0,0,0,0
3419,"05:43:59AM Feb 6, 2022",98,74,0,0,0,0,0
3420,"05:44:03AM Feb 6, 2022",98,73,0,0,0,0,0
3421,"05:44:07AM Feb 6, 2022",98,73,0,0,0,0,0
3422,"05:44:11AM Feb 6, 2022",98,68,0,0,0,0,0
3423,"05:44:15AM Feb 6, 2022",98,66,0,0,0,0,0
3424,"05:44:19AM Feb 6, 2022",98,60,0,0,0,0,0
3425,"05:44:23AM Feb 6, 2022",97,67,0,0,0,0,0
3426,"05:44:27AM Feb 6, 2022",97,63,0,0,0,0,0
3427,"05:44:31AM Feb 6, 2022",97,61,0,0,0,0,0
3428,"05:44:35AM Feb 6, 2022",97,63,0,0,0,0,0
3429,"05:44:39AM Feb 6, 2022",98,64,0,0,0,0,0
3430,"05:44:43AM Feb 6, 2022",98,62,0,0,0,0,0
3431,"05:44:47AM Feb 6, 2022",98,68,0,0,0,0,0
3432,"05:44:51AM Feb 6, 2022",98,72,0,0,0,0,0
3433,"05:44:55AM Feb 6, 2022",98,75,0,0,0,0,0
3434,"05:44:59AM Feb 6, 2022",98,71,0,0,0,0,0
3435,"05:45:03AM Feb 6, 2022",98,71,0,0,0,0,0
3436,"05:45:07AM Feb 6, 2022",98,66,0,0,0,0,0
3437,"05:45:11AM Feb 6, 2022",98,65,0,0,0,0,0
3438,"05:45:15AM Feb 6, 2022",98,67,0,0,0,0,0
3439,"05:45:19AM Feb 6, 2022",98,72,0,0,0,0,0
3440,"05:45:23AM Feb 6, 2022",98,71,0,0,0,0,0
3441,"05:45:27AM Feb 6, 2022",97,70,0,0,0,0,0
3442,"05:45:31AM Feb 6, 2022",97,73,0,0,0,0,0
3443,"05:45:35AM Feb 6, 2022",97,70,0,0,0,0,0
3444,"05:45:39AM Feb 6, 2022",98,65,0,0,0,0,0
3445,"05:45:43AM Feb 6, 2022",98,67,0,0,0,0,0
3446,"05:45:47AM Feb 6, 2022",98,69,0,0,0,0,0
3447,"05:45:51AM Feb 6, 2022",98,72,0,0,0,0,0
3448,"05:45:55AM Feb 6, 2022",98,77,0,0,0,0,0
3449,"05:45:59AM Feb 6, 2022",98,76,0,0,0,0,0
3450,"05:46:03AM Feb 6, 2022",98,76,0,0,0,0,0
3451,"05:46:07AM Feb 6, 2022",98,70,0,0,0,0,0
3452,"05:46:11AM Feb 6, 2022",98,73,0,0,0,0,0
3453,"05:46:15AM Feb 6, 2022",98,74,0,0,0,0,0
3454,"05:46:19AM Feb 6, 2022",98,70,0,0,0,0,0
3455,"05:46:23AM Feb 6, 2022",98,71,0,0,0,0,0
3456,"05:46:27AM Feb 6, 2022",98,75,0,0,0,0,0
3457,"05:46:31AM Feb 6, 2022",98,75,0,0,0,0,0
3458,"05:46:35AM Feb 6, 2022",98,76,0,0,0,0,0
3459,"05:46:39AM Feb 6, 2022",98,74,0,0,0,0,0
3460,"05:46:43AM Feb 6, 2022",98,73,0,0,0,0,0
3461,"05:46:47AM Feb 6, 2022",98,76,0,0,0,0,0
3462,"05:46:51AM Feb 6, 2022",97,72,0,0,0,0,0
3463,"05:46:55AM Feb 6, 2022",97,66,0,0,0,0,0
3464,"05:46:59AM Feb 6, 2022",97,70,0,0,0,0,0
3465,"05:47:03AM Feb 6, 2022",97,70,0,0,0,0,0
3466,"05:47:07AM Feb 6, 2022",98,71,0,0,0,0,0
3467,"05:47:11AM Feb 6, 2022",98,74,0,0,0,0,0
3468,"05:47:15AM Feb 6, 2022",98,64,0,0,0,0,0
3469,"05:47:19AM Feb 6, 2022",98,66,0,0,0,0,0
3470,"05:47:23AM Feb 6, 2022",98,68,0,0,0,0,0
3471,"05:47:27AM Feb 6, 2022",98,69,0,0,0,0,0
3472,"05:47:31AM Feb 6, 2022",98,71,0,0,0,0,0
3473,"05:47:35AM Feb 6, 2022",98,70,0,0,0,0,0
3474,"05:47:39AM Feb 6, 2022",98,70,0,0,0,0,0
3475,"05:47:43AM Feb 6, 2022",98,74,0,0,0,0,0
3476,"05:47:47AM Feb 6, 2022",98,72,0,0,0,0,0
3477,"05:47:51AM Feb 6, 2022",97,65,0,0,0,0,0
3478,"05:47:55AM Feb 6, 2022",97,68,0,0,0,0,0
3479,"05:47:59AM Feb 6, 2022",97,68,0,0,0,0,0
3480,"05:48:03AM Feb 6, 2022",97,72,0,0,0,0,0
3481,"05:48:07AM Feb 6, 2022",97,74,0,0,0,0,0
3482,"05:48:11AM Feb 6, 2022",97,76,0,0,0,0,0
3483,"05:48:15AM Feb 6, 2022",98,69,0,0,0,0,0
3484,"05:48:19AM Feb 6, 2022",98,71,0,0,0,0,0
3485,"05:48:23AM Feb 6, 2022",98,74,0,0,0,0,0
3486,"05:48:27AM Feb 6, 2022",98,66,0,0,0,0,0
3487,"05:48:31AM Feb 6, 2022",98,63,0,0,0,0,0
3488,"05:48:35AM Feb 6, 2022",98,66,0,0,0,0,0
3489,"05:48:39AM Feb 6, 2022",98,67,1,0,0,0,0
3490,"05:48:43AM Feb 6, 2022",98,73,0,0,0,0,0
3491,"05:48:47AM Feb 6, 2022",98,72,0,0,0,0,0
3492,"05:48:51AM Feb 6, 2022",98,65,0,0,0,0,0
3493,"05:48:55AM Feb 6, 2022",98,64,0,0,0,0,0
3494,"05:48:59AM Feb 6, 2022",98,71,0,0,0,0,0
3495,"05:49:03AM Feb 6, 2022",98,68,0,0,0,0,0
3496,"05:49:07AM Feb 6, 2022",97,66,0,0,0,0,0
3497,"05:49:11AM Feb 6, 2022",97,68,0,0,0,0,0
3498,"05:49:15AM Feb 6, 2022",97,67,0,0,0,0,0
3499,"05:49:19AM Feb 6, 2022",97,70,0,0,0,0,0
3500,"05:49:23AM Feb 6, 2022",98,74,0,0,0,0,0
3501,"05:49:27AM Feb 6, 2022",98,73,0,0,0,0,0
3502,"05:49:31AM Feb 6, 2022",98,78,0,0,0,0,0
3503,"05:49:35AM Feb 6, 2022",98,77,0,0,0,0,0
3504,"05:49:39AM Feb 6, 2022",98,71,0,0,0,0,0
3505,"05:49:43AM Feb 6, 2022",98,67,0,0,0,0,0
3506,"05:49:47AM Feb 6, 2022",98,67,0,0,0,0,0
3507,"05:49:51AM Feb 6, 2022",97,74,0,0,0,0,0
3508,"05:49:55AM Feb 6, 2022",97,78,0,0,0,0,0
3509,"05:49:59AM Feb 6, 2022",97,73,0,0,0,0,0
3510,"05:50:03AM Feb 6, 2022",97,70,0,0,0,0,0
3511,"05:50:07AM Feb 6, 2022",96,70,0,0,0,0,0
3512,"05:50:11AM Feb 6, 2022",96,66,0,0,0,0,0
3513,"05:50:15AM Feb 6, 2022",97,68,0,0,0,0,0
3514,"05:50:19AM Feb 6, 2022",98,66,0,0,0,0,0
3515,"05:50:23AM Feb 6, 2022",98,64,0,0,0,0,0
3516,"05:50:27AM Feb 6, 2022",98,73,0,0,0,0,0
3517,"05:50:31AM Feb 6, 2022",98,74,0,0,0,0,0
3518,"05:50:35AM Feb 6, 2022",98,67,0,0,0,0,0
3519,"05:50:39AM Feb 6, 2022",98,65,0,0,0,0,0
3520,"05:50:43AM Feb 6, 2022",98,70,0,0,0,0,0
3521,"05:50:47AM Feb 6, 2022",98,66,0,0,0,0,0
3522,"05:50:51AM Feb 6, 2022",98,72,0,0,0,0,0
3523,"05:50:55AM Feb 6, 2022",98,75,0,0,0,0,0
3524,"05:50:59AM Feb 6, 2022",97,72,0,0,0,0,0
3525,"05:51:03AM Feb 6, 2022",97,69,0,0,0,0,0
3526,"05:51:07AM Feb 6, 2022",97,69,0,0,0,0,0
3527,"05:51:11AM Feb 6, 2022",98,65,0,0,0,0,0
3528,"05:51:15AM Feb 6, 2022",98,66,0,0,0,0,0
3529,"05:51:19AM Feb 6, 2022",98,71,0,0,0,0,0
3530,"05:51:23AM Feb 6, 2022",98,70,0,0,0,0,0
3531,"05:51:27AM Feb 6, 2022",98,75,0,0,0,0,0
3532,"05:51:31AM Feb 6, 2022",98,78,0,0,0,0,0
3533,"05:51:35AM Feb 6, 2022",98,76,0,0,0,0,0
3534,"05:51:39AM Feb 6, 2022",98,71,0,0,0,0,0
3535,"05:51:43AM Feb 6, 2022",98,69,0,0,0,0,0
3536,"05:51:47AM Feb 6, 2022",98,68,0,0,0,0,0
3537,"05:51:51AM Feb 6, 2022",98,67,0,0,0,0,0
3538,"05:51:55AM Feb 6, 2022",98,65,0,0,0,0,0
3539,"05:51:59AM Feb 6, 2022",98,69,0,0,0,0,0
3540,"05:52:03AM Feb 6, 2022",98,70,0,0,0,0,0
3541,"05:52:07AM Feb 6, 2022",97,76,1,0,0,0,0
3542,"05:52:11AM Feb 6, 2022",97,75,0,0,0,0,0
3543,"05:52:15AM Feb 6, 2022",97,74,0,0,0,0,0
3544,"05:52:19AM Feb 6, 2022",97,77,0,0,0,0,0
3545,"05:52:23AM Feb 6, 2022",97,73,0,0,0,0,0
3546,"05:52:27AM Feb 6, 2022",98,64,0,0,0,0,0
3547,"05:52:31AM Feb 6, 2022",98,67,0,0,0,0,0
3548,"05:52:35AM Feb 6, 2022",98,70,0,0,0,0,0
3549,"05:52:39AM Feb 6, 2022",98,67,0,0,0,0,0
3550,"05:52:43AM Feb 6, 2022",98,67,0,0,0,0,0
3551,"05:52:47AM Feb 6, 2022",98,66,0,0,0,0,0
3552,"05:52:51AM Feb 6, 2022",98,62,0,0,0,0,0
3553,"05:52:55AM Feb 6, 2022",98,66,0,0,0,0,0
3554,"05:52:59AM Feb 6, 2022",98,71,0,0,0,0,0
3555,"05:53:03AM Feb 6, 2022",98,70,0,0,0,0,0
3556,"05:53:07AM Feb 6, 2022",98,70,0,0,0,0,0
3557,"05:53:11AM Feb 6, 2022",97,71,0,0,0,0,0
3558,"05:53:15AM Feb 6, 2022",97,66,0,0,0,0,0
3559,"05:53:19AM Feb 6, 2022",97,65,0,0,0,0,0
3560,"05:53:23AM Feb 6, 2022",97,69,0,0,0,0,0
3561,"05:53:27AM Feb 6, 2022",97,70,0,0,0,0,0
3562,"05:53:31AM Feb 6, 2022",98,74,0,0,0,0,0
3563,"05:53:35AM Feb 6, 2022",98,70,0,0,0,0,0
3564,"05:53:39AM Feb 6, 2022",98,73,0,0,0,0,0
3565,"05:53:43AM Feb 6, 2022",98,74,0,0,0,0,0
3566,"05:53:47AM Feb 6, 2022",98,71,0,0,0,0,0
3567,"05:53:51AM Feb 6, 2022",98,69,0,0,0,0,0
3568,"05:53:55AM Feb 6, 2022",98,74,0,0,0,0,0
3569,"05:53:59AM Feb 6, 2022",98,73,0,0,0,0,0
3570,"05:54:03AM Feb 6, 2022",98,67,0,0,0,0,0
3571,"05:54:07AM Feb 6, 2022",97,71,0,0,0,0,0
3572,"05:54:11AM Feb 6, 2022",97,72,0,0,0,0,0
3573,"05:54:15AM Feb 6, 2022",97,72,0,0,0,0,0
3574,"05:54:19AM Feb 6, 2022",97,69,0,0,0,0,0
3575,"05:54:23AM Feb 6, 2022",97,71,0,0,0,0,0
3576,"05:54:27AM Feb 6, 2022",97,75,0,0,0,0,0
3577,"05:54:31AM Feb 6, 2022",97,71,1,0,0,0,0
3578,"05:54:35AM Feb 6, 2022",97,71,0,0,0,0,0
3579,"05:54:39AM Feb 6, 2022",97,74,0,0,0,0,0
3580,"05:54:43AM Feb 6, 2022",97,73,0,0,0,0,0
3581,"05:54:47AM Feb 6, 2022",97,70,0,0,0,0,0
3582,"05:54:51AM Feb 6, 2022",97,74,0,0,0,0,0
3583,"05:54:55AM Feb 6, 2022",97,76,0,0,0,0,0
3584,"05:54:59AM Feb 6, 2022",98,73,0,0,0,0,0
3585,"05:55:03AM Feb 6, 2022",98,74,0,0,0,0,0
3586,"05:55:07AM Feb 6, 2022",98,75,0,0,0,0,0
3587,"05:55:11AM Feb 6, 2022",98,67,0,0,0,0,0
3588,"05:55:15AM Feb 6, 2022",98,64,0,0,0,0,0
3589,"05:55:19AM Feb 6, 2022",98,69,0,0,0,0,0
3590,"05:55:23AM Feb 6, 2022",98,77,0,0,0,0,0
3591,"05:55:27AM Feb 6, 2022",98,79,0,0,0,0,0
3592,"05:55:31AM Feb 6, 2022",97,75,0,0,0,0,0
3593,"05:55:35AM Feb 6, 2022",97,74,4,0,0,0,0
3594,"05:55:39AM Feb 6, 2022",97,74,5,0,0,0,0
3595,"05:55:43AM Feb 6, 2022",97,73,5,0,0,0,0
3596,"05:55:47AM Feb 6, 2022",96,79,1,0,0,0,0
3597,"05:55:51AM Feb 6, 2022",96,83,0,0,0,0,0
3598,"05:55:55AM Feb 6, 2022",97,84,0,0,0,0,0
3599,"05:55:59AM Feb 6, 2022",98,80,0,0,0,0,0
3600,"05:56:03AM Feb 6, 2022",98,70,0,0,0,0,0
3601,"05:56:07AM Feb 6, 2022",98,71,0,0,0,0,0
3602,"05:56:11AM Feb 6, 2022",98,74,0,0,0,0,0
3603,"05:56:15AM Feb 6, 2022",98,75,0,0,0,0,0
3604,"05:56:19AM Feb 6, 2022",98,75,0,0,0,0,0
3605,"05:56:23AM Feb 6, 2022",98,75,8,0,0,0,0
3606,"05:56:27AM Feb 6, 2022",98,75,130,0,0,0,0
3607,"05:56:31AM Feb 6, 2022",98,77,116,0,0,0,0
3608,"05:56:35AM Feb 6, 2022",98,79,2,0,0,0,0
3609,"05:56:39AM Feb 6, 2022",98,78,0,0,0,0,0
3610,"05:56:43AM Feb 6, 2022",98,81,0,0,0,0,0
3611,"05:56:47AM Feb 6, 2022",98,81,0,0,0,0,0
3612,"05:56:51AM Feb 6, 2022",98,77,0,0,0,0,0
3613,"05:56:55AM Feb 6, 2022",98,76,0,0,0,0,0
3614,"05:56:59AM Feb 6, 2022",98,79,0,0,0,0,0
3615,"05:57:03AM Feb 6, 2022",98,74,0,0,0,0,0
3616,"05:57:07AM Feb 6, 2022",98,68,0,0,0,0,0
3617,"05:57:11AM Feb 6, 2022",98,71,0,0,0,0,0
3618,"05:57:15AM Feb 6, 2022",98,73,0,0,0,0,0
3619,"05:57:19AM Feb 6, 2022",98,73,0,0,0,0,0
3620,"05:57:23AM Feb 6, 2022",98,74,0,0,0,0,0
3621,"05:57:27AM Feb 6, 2022",98,67,0,0,0,0,0
3622,"05:57:31AM Feb 6, 2022",98,65,0,0,0,0,0
3623,"05:57:35AM Feb 6, 2022",98,68,0,0,0,0,0
3624,"05:57:39AM Feb 6, 2022",97,75,0,0,0,0,0
3625,"05:57:43AM Feb 6, 2022",97,73,4,0,0,0,0
3626,"05:57:47AM Feb 6, 2022",97,73,7,0,0,0,0
3627,"05:57:51AM Feb 6, 2022",97,76,0,0,0,0,0
3628,"05:57:55AM Feb 6, 2022",96,77,0,0,0,0,0
3629,"05:57:59AM Feb 6, 2022",96,77,0,0,0,0,0
3630,"05:58:03AM Feb 6, 2022",97,67,0,0,0,0,0
3631,"05:58:07AM Feb 6, 2022",98,61,0,0,0,0,0
3632,"05:58:11AM Feb 6, 2022",98,62,0,0,0,0,0
3633,"05:58:15AM Feb 6, 2022",98,66,0,0,0,0,0
3634,"05:58:19AM Feb 6, 2022",98,74,0,0,0,0,0
3635,"05:58:23AM Feb 6, 2022",98,67,0,0,0,0,0
3636,"05:58:27AM Feb 6, 2022",98,67,0,0,0,0,0
3637,"05:58:31AM Feb 6, 2022",98,69,0,0,0,0,0
3638,"05:58:35AM Feb 6, 2022",98,71,0,0,0,0,0
3639,"05:58:39AM Feb 6, 2022",98,65,0,0,0,0,0
3640,"05:58:43AM Feb 6, 2022",97,64,0,0,0,0,0
3641,"05:58:47AM Feb 6, 2022",97,66,0,0,0,0,0
3642,"05:58:51AM Feb 6, 2022",96,73,0,0,0,0,0
3643,"05:58:55AM Feb 6, 2022",96,70,0,0,0,0,0
3644,"05:58:59AM Feb 6, 2022",97,72,0,0,0,0,0
3645,"05:59:03AM Feb 6, 2022",97,70,0,0,0,0,0
3646,"05:59:07AM Feb 6, 2022",98,71,0,0,0,0,0
3647,"05:59:11AM Feb 6, 2022",98,70,0,0,0,0,0
