,Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,PERIODIC_BREATHING,labels_periodic
404,"02:22:59AM Feb 6, 2022",98,70,0,0,0,0,0
405,"02:23:03AM Feb 6, 2022",98,74,0,0,0,0,0
406,"02:23:07AM Feb 6, 2022",98,73,0,0,0,0,0
407,"02:23:11AM Feb 6, 2022",98,68,0,0,0,0,0
408,"02:23:15AM Feb 6, 2022",98,70,0,0,0,0,0
409,"02:23:19AM Feb 6, 2022",98,69,0,0,0,0,0
410,"02:23:23AM Feb 6, 2022",98,72,0,0,0,0,0
411,"02:23:27AM Feb 6, 2022",98,66,0,0,0,0,0
412,"02:23:31AM Feb 6, 2022",98,64,0,0,0,0,0
413,"02:23:35AM Feb 6, 2022",98,70,0,0,0,0,0
414,"02:23:39AM Feb 6, 2022",98,72,0,0,0,0,0
415,"02:23:43AM Feb 6, 2022",98,74,0,0,0,0,0
416,"02:23:47AM Feb 6, 2022",98,63,0,0,0,0,0
417,"02:23:51AM Feb 6, 2022",98,59,0,0,0,0,0
418,"02:23:55AM Feb 6, 2022",98,57,0,0,0,0,0
419,"02:23:59AM Feb 6, 2022",98,68,0,0,0,0,0
420,"02:24:03AM Feb 6, 2022",98,74,0,0,0,0,0
421,"02:24:07AM Feb 6, 2022",98,79,0,0,0,0,0
422,"02:24:11AM Feb 6, 2022",98,74,0,0,0,0,0
423,"02:24:15AM Feb 6, 2022",98,65,0,0,0,0,0
424,"02:24:19AM Feb 6, 2022",98,69,0,0,0,0,0
425,"02:24:23AM Feb 6, 2022",98,66,0,0,0,0,0
426,"02:24:27AM Feb 6, 2022",98,70,0,0,0,0,0
427,"02:24:31AM Feb 6, 2022",98,68,0,0,0,0,0
428,"02:24:35AM Feb 6, 2022",98,71,0,0,0,0,0
429,"02:24:39AM Feb 6, 2022",98,69,0,0,0,0,0
430,"02:24:43AM Feb 6, 2022",98,67,0,0,0,0,0
431,"02:24:47AM Feb 6, 2022",98,72,0,0,0,0,0
432,"02:24:51AM Feb 6, 2022",98,65,0,0,0,0,0
433,"02:24:55AM Feb 6, 2022",98,69,0,0,0,0,0
434,"02:24:59AM Feb 6, 2022",98,73,0,0,0,0,0
435,"02:25:03AM Feb 6, 2022",98,71,0,0,0,0,0
436,"02:25:07AM Feb 6, 2022",98,69,0,0,0,0,0
437,"02:25:11AM Feb 6, 2022",98,74,0,0,0,0,0
438,"02:25:15AM Feb 6, 2022",98,72,0,0,0,0,0
439,"02:25:19AM Feb 6, 2022",98,71,0,0,0,0,0
440,"02:25:23AM Feb 6, 2022",98,70,0,0,0,0,0
441,"02:25:27AM Feb 6, 2022",98,67,0,0,0,0,0
442,"02:25:31AM Feb 6, 2022",98,72,0,0,0,0,0
443,"02:25:35AM Feb 6, 2022",98,79,0,0,0,0,0
444,"02:25:39AM Feb 6, 2022",98,76,0,0,0,0,0
445,"02:25:43AM Feb 6, 2022",98,66,0,0,0,0,0
446,"02:25:47AM Feb 6, 2022",98,67,0,0,0,0,0
447,"02:25:51AM Feb 6, 2022",98,69,0,0,0,0,0
448,"02:25:55AM Feb 6, 2022",98,71,0,0,0,0,0
449,"02:25:59AM Feb 6, 2022",98,74,0,0,0,0,0
450,"02:26:03AM Feb 6, 2022",98,74,0,0,0,0,0
451,"02:26:07AM Feb 6, 2022",98,67,0,0,0,0,0
452,"02:26:11AM Feb 6, 2022",98,72,0,0,0,0,0
453,"02:26:15AM Feb 6, 2022",98,76,0,0,0,0,0
454,"02:26:19AM Feb 6, 2022",98,74,0,0,0,0,0
455,"02:26:23AM Feb 6, 2022",98,68,0,0,0,0,0
456,"02:26:27AM Feb 6, 2022",98,72,7,0,0,0,0
457,"02:26:31AM Feb 6, 2022",98,72,56,0,0,0,0
458,"02:26:35AM Feb 6, 2022",98,72,39,0,0,0,0
459,"02:26:39AM Feb 6, 2022",98,72,4,0,0,0,0
460,"02:26:43AM Feb 6, 2022",98,77,0,0,0,0,0
461,"02:26:47AM Feb 6, 2022",97,86,0,0,0,0,0
462,"02:26:51AM Feb 6, 2022",97,74,0,0,0,0,0
463,"02:26:55AM Feb 6, 2022",98,66,0,0,0,0,0
464,"02:26:59AM Feb 6, 2022",98,62,0,0,0,0,0
465,"02:27:03AM Feb 6, 2022",98,68,0,0,0,0,0
466,"02:27:07AM Feb 6, 2022",98,65,0,0,0,0,0
467,"02:27:11AM Feb 6, 2022",98,64,0,0,0,0,0
468,"02:27:15AM Feb 6, 2022",99,70,0,0,0,0,0
469,"02:27:19AM Feb 6, 2022",99,71,0,0,0,0,0
470,"02:27:23AM Feb 6, 2022",99,76,22,0,0,0,0
471,"02:27:27AM Feb 6, 2022",99,76,0,0,0,0,0
472,"02:27:31AM Feb 6, 2022",98,81,0,0,0,0,0
473,"02:27:35AM Feb 6, 2022",98,80,0,0,0,0,0
474,"02:27:39AM Feb 6, 2022",98,72,0,0,0,0,0
475,"02:27:43AM Feb 6, 2022",98,71,0,0,0,0,0
476,"02:27:47AM Feb 6, 2022",98,72,0,0,0,0,0
477,"02:27:51AM Feb 6, 2022",97,67,0,0,0,0,0
478,"02:27:55AM Feb 6, 2022",97,67,0,0,0,0,0
479,"02:27:59AM Feb 6, 2022",97,69,0,0,0,0,0
480,"02:28:03AM Feb 6, 2022",98,67,0,0,0,0,0
481,"02:28:07AM Feb 6, 2022",98,67,0,0,0,0,0
482,"02:28:11AM Feb 6, 2022",98,69,0,0,0,0,0
483,"02:28:15AM Feb 6, 2022",98,64,0,0,0,0,0
484,"02:28:19AM Feb 6, 2022",98,64,0,0,0,0,0
485,"02:28:23AM Feb 6, 2022",98,67,0,0,0,0,0
486,"02:28:27AM Feb 6, 2022",98,70,0,0,0,0,0
487,"02:28:31AM Feb 6, 2022",98,73,0,0,0,0,0
488,"02:28:35AM Feb 6, 2022",98,69,0,0,0,0,0
489,"02:28:39AM Feb 6, 2022",98,71,0,0,0,0,0
490,"02:28:43AM Feb 6, 2022",98,71,0,0,0,0,0
491,"02:28:47AM Feb 6, 2022",98,66,0,0,0,0,0
492,"02:28:51AM Feb 6, 2022",98,62,0,0,0,0,0
493,"02:28:55AM Feb 6, 2022",97,65,0,0,0,0,0
494,"02:28:59AM Feb 6, 2022",98,68,0,0,0,0,0
495,"02:29:03AM Feb 6, 2022",98,68,0,0,0,0,0
496,"02:29:07AM Feb 6, 2022",98,73,0,0,0,0,0
497,"02:29:11AM Feb 6, 2022",98,69,0,0,0,0,0
498,"02:29:15AM Feb 6, 2022",98,67,6,0,0,0,0
499,"02:29:19AM Feb 6, 2022",98,67,6,0,0,0,0
500,"02:29:23AM Feb 6, 2022",98,67,25,0,0,0,0
501,"02:29:27AM Feb 6, 2022",98,67,7,0,0,0,0
502,"02:29:31AM Feb 6, 2022",98,67,5,0,0,0,0
503,"02:29:35AM Feb 6, 2022",98,67,3,0,0,0,0
504,"02:29:39AM Feb 6, 2022",98,67,0,0,0,0,0
505,"02:29:43AM Feb 6, 2022",98,73,0,0,0,0,0
506,"02:29:47AM Feb 6, 2022",97,79,0,0,0,0,0
507,"02:29:51AM Feb 6, 2022",98,73,0,0,0,0,0
508,"02:29:55AM Feb 6, 2022",98,69,0,0,0,0,0
509,"02:29:59AM Feb 6, 2022",98,71,0,0,0,0,0
510,"02:30:03AM Feb 6, 2022",98,70,0,0,0,0,0
511,"02:30:07AM Feb 6, 2022",99,70,0,0,0,0,0
512,"02:30:11AM Feb 6, 2022",99,67,0,0,0,0,0
513,"02:30:15AM Feb 6, 2022",99,69,0,0,0,0,0
514,"02:30:19AM Feb 6, 2022",98,70,0,0,0,0,0
515,"02:30:23AM Feb 6, 2022",98,71,0,0,0,0,0
516,"02:30:27AM Feb 6, 2022",98,74,0,0,0,0,0
517,"02:30:31AM Feb 6, 2022",98,75,0,0,0,0,0
518,"02:30:35AM Feb 6, 2022",98,64,0,0,0,0,0
519,"02:30:39AM Feb 6, 2022",97,64,0,0,0,0,0
520,"02:30:43AM Feb 6, 2022",96,67,0,0,0,0,0
521,"02:30:47AM Feb 6, 2022",95,60,0,0,0,0,0
522,"02:30:51AM Feb 6, 2022",96,62,0,0,0,0,0
523,"02:30:55AM Feb 6, 2022",97,70,0,0,0,0,0
524,"02:30:59AM Feb 6, 2022",97,71,0,0,0,0,0
525,"02:31:03AM Feb 6, 2022",98,70,0,0,0,0,0
526,"02:31:07AM Feb 6, 2022",98,66,0,0,0,0,0
527,"02:31:11AM Feb 6, 2022",98,68,0,0,0,0,0
528,"02:31:15AM Feb 6, 2022",99,66,0,0,0,0,0
529,"02:31:19AM Feb 6, 2022",98,65,0,0,0,0,0
530,"02:31:23AM Feb 6, 2022",99,67,0,0,0,0,0
531,"02:31:27AM Feb 6, 2022",99,71,0,0,0,0,0
532,"02:31:31AM Feb 6, 2022",98,72,0,0,0,0,0
533,"02:31:35AM Feb 6, 2022",98,72,0,0,0,0,0
534,"02:31:39AM Feb 6, 2022",98,67,0,0,0,0,0
535,"02:31:43AM Feb 6, 2022",98,66,0,0,0,0,0
536,"02:31:47AM Feb 6, 2022",97,65,0,0,0,0,0
537,"02:31:51AM Feb 6, 2022",97,68,0,0,0,0,0
538,"02:31:55AM Feb 6, 2022",96,68,0,0,0,0,0
539,"02:31:59AM Feb 6, 2022",97,66,0,0,0,0,0
540,"02:32:03AM Feb 6, 2022",98,67,0,0,0,0,0
541,"02:32:07AM Feb 6, 2022",98,68,0,0,0,0,0
542,"02:32:11AM Feb 6, 2022",98,63,0,0,0,0,0
543,"02:32:15AM Feb 6, 2022",98,63,0,0,0,0,0
544,"02:32:19AM Feb 6, 2022",98,74,0,0,0,0,0
545,"02:32:23AM Feb 6, 2022",98,78,0,0,0,0,0
546,"02:32:27AM Feb 6, 2022",98,69,0,0,0,0,0
547,"02:32:31AM Feb 6, 2022",98,65,0,0,0,0,0
548,"02:32:35AM Feb 6, 2022",98,69,0,0,0,0,0
549,"02:32:39AM Feb 6, 2022",98,69,0,0,0,0,0
550,"02:32:43AM Feb 6, 2022",98,64,0,0,0,0,0
551,"02:32:47AM Feb 6, 2022",97,63,0,0,0,0,0
552,"02:32:51AM Feb 6, 2022",97,62,0,0,0,0,0
553,"02:32:55AM Feb 6, 2022",97,62,0,0,0,0,0
554,"02:32:59AM Feb 6, 2022",98,63,0,0,0,0,0
555,"02:33:03AM Feb 6, 2022",98,66,0,0,0,0,0
556,"02:33:07AM Feb 6, 2022",98,65,0,0,0,0,0
557,"02:33:11AM Feb 6, 2022",98,71,0,0,0,0,0
558,"02:33:15AM Feb 6, 2022",98,70,0,0,0,0,0
559,"02:33:19AM Feb 6, 2022",98,67,0,0,0,0,0
560,"02:33:23AM Feb 6, 2022",98,69,0,0,0,0,0
561,"02:33:27AM Feb 6, 2022",98,66,0,0,0,0,0
562,"02:33:31AM Feb 6, 2022",98,66,0,0,0,0,0
563,"02:33:35AM Feb 6, 2022",98,67,0,0,0,0,0
564,"02:33:39AM Feb 6, 2022",98,67,0,0,0,0,0
565,"02:33:43AM Feb 6, 2022",98,69,0,0,0,0,0
566,"02:33:47AM Feb 6, 2022",98,75,0,0,0,0,0
567,"02:33:51AM Feb 6, 2022",98,77,0,0,0,0,0
568,"02:33:55AM Feb 6, 2022",98,68,0,0,0,0,0
569,"02:33:59AM Feb 6, 2022",98,73,0,0,0,0,0
570,"02:34:03AM Feb 6, 2022",98,68,0,0,0,0,0
571,"02:34:07AM Feb 6, 2022",98,66,0,0,0,0,0
572,"02:34:11AM Feb 6, 2022",98,59,0,0,0,0,0
573,"02:34:15AM Feb 6, 2022",98,66,0,0,0,0,0
574,"02:34:19AM Feb 6, 2022",98,66,0,0,0,0,0
575,"02:34:23AM Feb 6, 2022",98,66,0,0,0,0,0
576,"02:34:27AM Feb 6, 2022",98,65,0,0,0,0,0
577,"02:34:31AM Feb 6, 2022",98,70,0,0,0,0,0
578,"02:34:35AM Feb 6, 2022",98,75,0,0,0,0,0
579,"02:34:39AM Feb 6, 2022",98,67,0,0,0,0,0
580,"02:34:43AM Feb 6, 2022",98,70,0,0,0,0,0
581,"02:34:47AM Feb 6, 2022",98,74,0,0,0,0,0
582,"02:34:51AM Feb 6, 2022",98,67,0,0,0,0,0
583,"02:34:55AM Feb 6, 2022",98,66,0,0,0,0,0
584,"02:34:59AM Feb 6, 2022",98,64,0,0,0,0,0
585,"02:35:03AM Feb 6, 2022",98,69,0,0,0,0,0
586,"02:35:07AM Feb 6, 2022",98,69,0,0,0,0,0
587,"02:35:11AM Feb 6, 2022",98,66,0,0,0,0,0
588,"02:35:15AM Feb 6, 2022",98,68,0,0,0,0,0
589,"02:35:19AM Feb 6, 2022",98,67,0,0,0,0,0
590,"02:35:23AM Feb 6, 2022",98,70,0,0,0,0,0
591,"02:35:27AM Feb 6, 2022",98,71,0,0,0,0,0
592,"02:35:31AM Feb 6, 2022",98,70,0,0,0,0,0
593,"02:35:35AM Feb 6, 2022",98,70,0,0,0,0,0
594,"02:35:39AM Feb 6, 2022",98,70,0,0,0,0,0
595,"02:35:43AM Feb 6, 2022",98,75,0,0,0,0,0
596,"02:35:47AM Feb 6, 2022",98,75,0,0,0,0,0
597,"02:35:51AM Feb 6, 2022",98,73,0,0,0,0,0
598,"02:35:55AM Feb 6, 2022",98,73,0,0,0,0,0
599,"02:35:59AM Feb 6, 2022",98,70,0,0,0,0,0
600,"02:36:03AM Feb 6, 2022",98,70,0,0,0,0,0
601,"02:36:07AM Feb 6, 2022",98,67,0,0,0,0,0
602,"02:36:11AM Feb 6, 2022",98,73,0,0,0,0,0
603,"02:36:15AM Feb 6, 2022",98,73,0,0,0,0,0
604,"02:36:19AM Feb 6, 2022",98,78,0,0,0,0,0
605,"02:36:23AM Feb 6, 2022",98,69,0,0,0,0,0
606,"02:36:27AM Feb 6, 2022",98,62,0,0,0,0,0
607,"02:36:31AM Feb 6, 2022",98,65,0,0,0,0,0
608,"02:36:35AM Feb 6, 2022",98,69,0,0,0,0,0
609,"02:36:39AM Feb 6, 2022",98,70,0,0,0,0,0
610,"02:36:43AM Feb 6, 2022",98,70,0,0,0,0,0
611,"02:36:47AM Feb 6, 2022",98,69,0,0,0,0,0
612,"02:36:51AM Feb 6, 2022",98,71,0,0,0,0,0
613,"02:36:55AM Feb 6, 2022",98,72,0,0,0,0,0
614,"02:36:59AM Feb 6, 2022",98,69,0,0,0,0,0
615,"02:37:03AM Feb 6, 2022",98,74,0,0,0,0,0
616,"02:37:07AM Feb 6, 2022",98,68,0,0,0,0,0
617,"02:37:11AM Feb 6, 2022",98,66,0,0,0,0,0
618,"02:37:15AM Feb 6, 2022",98,67,0,0,0,0,0
619,"02:37:19AM Feb 6, 2022",98,72,0,0,0,0,0
620,"02:37:23AM Feb 6, 2022",98,75,0,0,0,0,0
621,"02:37:27AM Feb 6, 2022",98,67,0,0,0,0,0
622,"02:37:31AM Feb 6, 2022",98,68,0,0,0,0,0
623,"02:37:35AM Feb 6, 2022",98,73,0,0,0,0,0
624,"02:37:39AM Feb 6, 2022",98,69,0,0,0,0,0
625,"02:37:43AM Feb 6, 2022",98,65,0,0,0,0,0
626,"02:37:47AM Feb 6, 2022",98,66,0,0,0,0,0
627,"02:37:51AM Feb 6, 2022",98,74,0,0,0,0,0
628,"02:37:55AM Feb 6, 2022",98,76,0,0,0,0,0
629,"02:37:59AM Feb 6, 2022",98,75,0,0,0,0,0
630,"02:38:03AM Feb 6, 2022",98,68,0,0,0,0,0
631,"02:38:07AM Feb 6, 2022",98,65,0,0,0,0,0
632,"02:38:11AM Feb 6, 2022",98,71,0,0,0,0,0
633,"02:38:15AM Feb 6, 2022",98,75,0,0,0,0,0
634,"02:38:19AM Feb 6, 2022",98,76,0,0,0,0,0
635,"02:38:23AM Feb 6, 2022",98,76,0,0,0,0,0
636,"02:38:27AM Feb 6, 2022",98,72,0,0,0,0,0
637,"02:38:31AM Feb 6, 2022",98,74,0,0,0,0,0
638,"02:38:35AM Feb 6, 2022",98,74,0,0,0,0,0
639,"02:38:39AM Feb 6, 2022",98,69,0,0,0,0,0
640,"02:38:43AM Feb 6, 2022",98,70,0,0,0,0,0
641,"02:38:47AM Feb 6, 2022",98,65,0,0,0,0,0
642,"02:38:51AM Feb 6, 2022",98,66,0,0,0,0,0
643,"02:38:55AM Feb 6, 2022",98,70,0,0,0,0,0
644,"02:38:59AM Feb 6, 2022",98,76,0,0,0,0,0
645,"02:39:03AM Feb 6, 2022",98,73,0,0,0,0,0
646,"02:39:07AM Feb 6, 2022",98,72,0,0,0,0,0
647,"02:39:11AM Feb 6, 2022",98,72,0,0,0,0,0
648,"02:39:15AM Feb 6, 2022",98,72,0,0,0,0,0
649,"02:39:19AM Feb 6, 2022",98,67,0,0,0,0,0
650,"02:39:23AM Feb 6, 2022",98,70,0,0,0,0,0
651,"02:39:27AM Feb 6, 2022",98,62,0,0,0,0,0
652,"02:39:31AM Feb 6, 2022",98,65,0,0,0,0,0
653,"02:39:35AM Feb 6, 2022",98,69,0,0,0,0,0
654,"02:39:39AM Feb 6, 2022",98,70,0,0,0,0,0
655,"02:39:43AM Feb 6, 2022",98,69,0,0,0,0,0
656,"02:39:47AM Feb 6, 2022",98,66,11,0,0,0,0
657,"02:39:51AM Feb 6, 2022",98,66,7,0,0,0,0
658,"02:39:55AM Feb 6, 2022",98,67,7,0,0,0,0
659,"02:39:59AM Feb 6, 2022",98,67,0,0,0,0,0
660,"02:40:03AM Feb 6, 2022",98,66,0,0,0,0,0
661,"02:40:07AM Feb 6, 2022",97,73,0,0,0,0,0
662,"02:40:11AM Feb 6, 2022",97,79,0,0,0,0,0
663,"02:40:15AM Feb 6, 2022",98,81,0,0,0,0,0
664,"02:40:19AM Feb 6, 2022",98,84,0,0,0,0,0
665,"02:40:23AM Feb 6, 2022",98,80,0,0,0,0,0
666,"02:40:27AM Feb 6, 2022",98,73,0,0,0,0,0
667,"02:40:31AM Feb 6, 2022",98,75,0,0,0,0,0
668,"02:40:35AM Feb 6, 2022",98,80,4,0,0,0,0
669,"02:40:39AM Feb 6, 2022",98,80,0,0,0,0,0
670,"02:40:43AM Feb 6, 2022",98,80,0,0,0,0,0
671,"02:40:47AM Feb 6, 2022",98,76,0,0,0,0,0
672,"02:40:51AM Feb 6, 2022",98,76,0,0,0,0,0
673,"02:40:55AM Feb 6, 2022",98,78,0,0,0,0,0
674,"02:40:59AM Feb 6, 2022",98,77,0,0,0,0,0
675,"02:41:03AM Feb 6, 2022",98,77,0,0,0,0,0
676,"02:41:07AM Feb 6, 2022",98,70,0,0,0,0,0
677,"02:41:11AM Feb 6, 2022",98,66,0,0,0,0,0
678,"02:41:15AM Feb 6, 2022",98,68,0,0,0,0,0
679,"02:41:19AM Feb 6, 2022",98,66,0,0,0,0,0
680,"02:41:23AM Feb 6, 2022",98,70,0,0,0,0,0
681,"02:41:27AM Feb 6, 2022",98,72,0,0,0,0,0
682,"02:41:31AM Feb 6, 2022",98,76,0,0,0,0,0
683,"02:41:35AM Feb 6, 2022",98,75,0,0,0,0,0
684,"02:41:39AM Feb 6, 2022",98,75,0,0,0,0,0
685,"02:41:43AM Feb 6, 2022",98,72,0,0,0,0,0
686,"02:41:47AM Feb 6, 2022",98,76,0,0,0,0,0
687,"02:41:51AM Feb 6, 2022",98,76,0,0,0,0,0
688,"02:41:55AM Feb 6, 2022",98,77,0,0,0,0,0
689,"02:41:59AM Feb 6, 2022",98,79,0,0,0,0,0
690,"02:42:03AM Feb 6, 2022",98,79,0,0,0,0,0
691,"02:42:07AM Feb 6, 2022",98,74,0,0,0,0,0
692,"02:42:11AM Feb 6, 2022",98,73,0,0,0,0,0
693,"02:42:15AM Feb 6, 2022",98,72,0,0,0,0,0
694,"02:42:19AM Feb 6, 2022",98,71,0,0,0,0,0
695,"02:42:23AM Feb 6, 2022",98,73,0,0,0,0,0
696,"02:42:27AM Feb 6, 2022",98,63,0,0,0,0,0
697,"02:42:31AM Feb 6, 2022",98,64,0,0,0,0,0
698,"02:42:35AM Feb 6, 2022",98,66,0,0,0,0,0
699,"02:42:39AM Feb 6, 2022",98,68,0,0,0,0,0
700,"02:42:43AM Feb 6, 2022",98,69,0,0,0,0,0
701,"02:42:47AM Feb 6, 2022",98,75,0,0,0,0,0
702,"02:42:51AM Feb 6, 2022",98,72,0,0,0,0,0
703,"02:42:55AM Feb 6, 2022",98,72,0,0,0,0,0
704,"02:42:59AM Feb 6, 2022",98,73,0,0,0,0,0
705,"02:43:03AM Feb 6, 2022",98,73,0,0,0,0,0
706,"02:43:07AM Feb 6, 2022",98,71,0,0,0,0,0
707,"02:43:11AM Feb 6, 2022",98,73,0,0,0,0,0
708,"02:43:15AM Feb 6, 2022",98,69,0,0,0,0,0
709,"02:43:19AM Feb 6, 2022",98,68,0,0,0,0,0
710,"02:43:23AM Feb 6, 2022",98,70,0,0,0,0,0
711,"02:43:27AM Feb 6, 2022",98,67,0,0,0,0,0
712,"02:43:31AM Feb 6, 2022",98,63,0,0,0,0,0
713,"02:43:35AM Feb 6, 2022",98,63,0,0,0,0,0
714,"02:43:39AM Feb 6, 2022",98,64,0,0,0,0,0
715,"02:43:43AM Feb 6, 2022",98,66,0,0,0,0,0
716,"02:43:47AM Feb 6, 2022",98,69,0,0,0,0,0
717,"02:43:51AM Feb 6, 2022",98,74,0,0,0,0,0
718,"02:43:55AM Feb 6, 2022",97,73,0,0,0,0,0
719,"02:43:59AM Feb 6, 2022",97,71,0,0,0,0,0
720,"02:44:03AM Feb 6, 2022",97,75,0,0,0,0,0
721,"02:44:07AM Feb 6, 2022",97,77,0,0,0,0,0
722,"02:44:11AM Feb 6, 2022",97,74,0,0,0,0,0
723,"02:44:15AM Feb 6, 2022",98,81,0,0,0,0,0
724,"02:44:19AM Feb 6, 2022",98,71,0,0,0,0,0
725,"02:44:23AM Feb 6, 2022",98,68,0,0,0,0,0
726,"02:44:27AM Feb 6, 2022",98,73,0,0,0,0,0
727,"02:44:31AM Feb 6, 2022",98,74,0,0,0,0,0
728,"02:44:35AM Feb 6, 2022",98,73,0,0,0,0,0
729,"02:44:39AM Feb 6, 2022",98,66,0,0,0,0,0
730,"02:44:43AM Feb 6, 2022",98,71,0,0,0,0,0
731,"02:44:47AM Feb 6, 2022",98,73,0,0,0,0,0
732,"02:44:51AM Feb 6, 2022",98,68,0,0,0,0,0
733,"02:44:55AM Feb 6, 2022",98,67,0,0,0,0,0
734,"02:44:59AM Feb 6, 2022",98,71,0,0,0,0,0
735,"02:45:03AM Feb 6, 2022",98,73,0,0,0,0,0
736,"02:45:07AM Feb 6, 2022",98,69,0,0,0,0,0
737,"02:45:11AM Feb 6, 2022",98,73,0,0,0,0,0
738,"02:45:15AM Feb 6, 2022",98,68,0,0,0,0,0
739,"02:45:19AM Feb 6, 2022",98,66,0,0,0,0,0
740,"02:45:23AM Feb 6, 2022",98,62,0,0,0,0,0
741,"02:45:27AM Feb 6, 2022",98,59,0,0,0,0,0
742,"02:45:31AM Feb 6, 2022",98,63,0,0,0,0,0
743,"02:45:35AM Feb 6, 2022",98,61,0,0,0,0,0
744,"02:45:39AM Feb 6, 2022",98,67,0,0,0,0,0
745,"02:45:43AM Feb 6, 2022",98,72,0,0,0,0,0
746,"02:45:47AM Feb 6, 2022",98,72,0,0,0,0,0
747,"02:45:51AM Feb 6, 2022",98,72,0,0,0,0,0
748,"02:45:55AM Feb 6, 2022",98,76,0,0,0,0,0
749,"02:45:59AM Feb 6, 2022",98,75,0,0,0,0,0
750,"02:46:03AM Feb 6, 2022",98,69,0,0,0,0,0
751,"02:46:07AM Feb 6, 2022",98,70,0,0,0,0,0
752,"02:46:11AM Feb 6, 2022",98,75,0,0,0,0,0
753,"02:46:15AM Feb 6, 2022",98,73,0,0,0,0,0
754,"02:46:19AM Feb 6, 2022",98,77,0,0,0,0,0
755,"02:46:23AM Feb 6, 2022",97,83,0,0,0,0,0
756,"02:46:27AM Feb 6, 2022",97,77,0,0,0,0,0
757,"02:46:31AM Feb 6, 2022",97,70,0,0,0,0,0
758,"02:46:35AM Feb 6, 2022",97,75,0,0,0,0,0
759,"02:46:39AM Feb 6, 2022",97,82,0,0,0,0,0
760,"02:46:43AM Feb 6, 2022",97,76,0,0,0,0,0
761,"02:46:47AM Feb 6, 2022",97,70,0,0,0,0,0
762,"02:46:51AM Feb 6, 2022",98,64,0,0,0,0,0
763,"02:46:55AM Feb 6, 2022",98,71,0,0,0,0,0
764,"02:46:59AM Feb 6, 2022",97,74,0,0,0,0,0
765,"02:47:03AM Feb 6, 2022",98,74,0,0,0,0,0
766,"02:47:07AM Feb 6, 2022",98,72,0,0,0,0,0
767,"02:47:11AM Feb 6, 2022",98,66,0,0,0,0,0
768,"02:47:15AM Feb 6, 2022",98,74,0,0,0,0,0
769,"02:47:19AM Feb 6, 2022",98,75,0,0,0,0,0
770,"02:47:23AM Feb 6, 2022",98,72,0,0,0,0,0
771,"02:47:27AM Feb 6, 2022",98,67,0,0,0,0,0
772,"02:47:31AM Feb 6, 2022",98,67,0,0,0,0,0
773,"02:47:35AM Feb 6, 2022",98,70,0,0,0,0,0
774,"02:47:39AM Feb 6, 2022",98,65,0,0,0,0,0
775,"02:47:43AM Feb 6, 2022",98,64,0,0,0,0,0
776,"02:47:47AM Feb 6, 2022",98,68,0,0,0,0,0
777,"02:47:51AM Feb 6, 2022",98,70,0,0,0,0,0
778,"02:47:55AM Feb 6, 2022",98,73,0,0,0,0,0
779,"02:47:59AM Feb 6, 2022",98,75,0,0,0,0,0
780,"02:48:03AM Feb 6, 2022",98,77,0,0,0,0,0
781,"02:48:07AM Feb 6, 2022",98,77,0,0,0,0,0
782,"02:48:11AM Feb 6, 2022",97,69,0,0,0,0,0
783,"02:48:15AM Feb 6, 2022",98,71,0,0,0,0,0
784,"02:48:19AM Feb 6, 2022",98,66,0,0,0,0,0
785,"02:48:23AM Feb 6, 2022",98,63,0,0,0,0,0
786,"02:48:27AM Feb 6, 2022",98,65,0,0,0,0,0
787,"02:48:31AM Feb 6, 2022",98,69,0,0,0,0,0
788,"02:48:35AM Feb 6, 2022",98,76,0,0,0,0,0
789,"02:48:39AM Feb 6, 2022",98,70,0,0,0,0,0
790,"02:48:43AM Feb 6, 2022",98,67,0,0,0,0,0
791,"02:48:47AM Feb 6, 2022",98,68,0,0,0,0,0
792,"02:48:51AM Feb 6, 2022",98,70,0,0,0,0,0
793,"02:48:55AM Feb 6, 2022",98,74,0,0,0,0,0
794,"02:48:59AM Feb 6, 2022",97,74,0,0,0,0,0
795,"02:49:03AM Feb 6, 2022",98,71,0,0,0,0,0
796,"02:49:07AM Feb 6, 2022",98,71,0,0,0,0,0
797,"02:49:11AM Feb 6, 2022",98,71,0,0,0,0,0
798,"02:49:15AM Feb 6, 2022",98,72,0,0,0,0,0
799,"02:49:19AM Feb 6, 2022",98,66,0,0,0,0,0
800,"02:49:23AM Feb 6, 2022",98,67,0,0,0,0,0
801,"02:49:27AM Feb 6, 2022",97,66,0,0,0,0,0
802,"02:49:31AM Feb 6, 2022",97,63,0,0,0,0,0
803,"02:49:35AM Feb 6, 2022",98,64,0,0,0,0,0
804,"02:49:39AM Feb 6, 2022",98,70,0,0,0,0,0
805,"02:49:43AM Feb 6, 2022",98,73,0,0,0,0,0
806,"02:49:47AM Feb 6, 2022",98,73,0,0,0,0,0
807,"02:49:51AM Feb 6, 2022",98,69,0,0,0,0,0
808,"02:49:55AM Feb 6, 2022",98,63,0,0,0,0,0
809,"02:49:59AM Feb 6, 2022",98,66,0,0,0,0,0
810,"02:50:03AM Feb 6, 2022",98,67,0,0,0,0,0
811,"02:50:07AM Feb 6, 2022",98,67,0,0,0,0,0
812,"02:50:11AM Feb 6, 2022",98,68,0,0,0,0,0
